,YEAR,WEEK,RANK,PLAYER,ATT,RUSH YDS,Y/A,LG,20+,RUSH TD,REC,TGT,REC YDS,Y/R,REC TD,FL,G,Zero PPR,Half PPR,One PPR,Unnamed: 20
536,2021,1,79,Chuba Hubbard (CAR) ,0,0,0,0,0,0,2,2,4,2,0,0,1,0.4,1.4,2.4,0
828,2021,6,63,Giovani Bernard (TB) ,0,0,0,0,0,0,2,2,4,2,0,0,1,0.4,1.4,2.4,0
1590,2020,2,86,Nyheim Hines (BUF) ,0,0,0,0,0,0,1,1,4,4,0,0,1,0.4,0.9,1.4,0
1758,2020,5,65,Giovani Bernard (TB) ,0,0,0,0,0,0,1,2,4,4,0,0,1,0.4,0.9,1.4,0
534,2021,1,73,Alexander Mattison (MIN) ,1,2,2,2,0,0,1,1,4,4,0,0,1,0.6,1.1,1.6,0
283,2022,4,38,Justin Jackson (DET) ,2,3,1.5,3,0,0,2,2,4,2,1,0,1,6.7,7.7,8.7,0
122,2022,7,32,Kareem Hunt (CLE) ,5,4,0.8,6,0,1,1,2,4,4,0,0,1,6.8,7.3,7.8,0
1039,2021,10,64,Giovani Bernard (TB) ,1,4,4,4,0,0,1,3,4,4,0,0,1,0.8,1.3,1.8,0
2059,2020,11,59,Darrell Henderson Jr. (LAR) ,8,5,0.6,4,0,0,2,3,4,2,0,0,1,0.9,1.9,2.9,0
984,2021,9,66,Joshua Kelley (LAC) ,3,6,2,3,0,0,1,1,4,4,0,0,1,1,1.5,2,0
1807,2020,6,62,Peyton Barber (FA) ,4,6,1.5,4,0,0,1,1,4,4,0,0,1,1,1.5,2,0
2226,2020,14,71,Mike Boone (DEN) ,2,8,4,5,0,0,1,1,4,4,0,0,1,1.2,1.7,2.2,0
385,2022,2,26,Jerick McKinnon (KC) ,4,12,3,5,0,0,2,2,4,2,1,0,1,7.6,8.6,9.6,0
2039,2020,11,30,Jamaal Williams (DET) ,5,12,2.4,4,0,0,1,2,4,4,1,0,1,7.6,8.1,8.6,0
2038,2020,11,29,Cam Akers (LAR) ,5,15,3,11,0,0,1,1,4,4,1,0,1,7.9,8.4,8.9,0
2163,2020,13,53,Todd Gurley II (FA) ,8,16,2,13,0,0,1,1,4,4,0,0,1,2,2.5,3,0
1782,2020,6,23,Benny Snell Jr. (PIT) ,6,17,2.8,5,0,1,1,1,4,4,0,0,1,8.1,8.6,9.1,0
702,2021,4,53,Malcolm Brown (LAR) ,8,23,2.9,4,0,0,1,1,4,4,0,0,1,2.7,3.2,3.7,0
1299,2021,15,54,Darrell Henderson Jr. (LAR) ,6,23,3.8,6,0,0,2,2,4,2,0,0,1,2.7,3.7,4.7,0
1554,2020,2,27,Ronald Jones II (KC) ,7,23,3.3,7,0,1,2,2,4,2,0,0,1,8.7,9.7,10.7,0
1796,2020,6,43,Alexander Mattison (MIN) ,10,26,2.6,16,0,0,1,2,4,4,0,0,1,3,3.5,4,0
1330,2021,16,24,Clyde Edwards-Helaire (KC) ,9,27,3,7,0,1,1,1,4,4,0,0,1,9.1,9.6,10.1,0
1029,2021,10,45,Tevin Coleman (SF) ,4,29,7.3,15,0,0,2,3,4,2,0,0,1,3.3,4.3,5.3,0
1745,2020,5,42,D'Ernest Johnson (CLE) ,8,32,4,28,1,0,1,1,4,4,0,0,1,3.6,4.1,4.6,0
1295,2021,15,49,Rhamondre Stevenson (NE) ,10,36,3.6,13,0,0,1,1,4,4,0,0,1,4,4.5,5,0
2382,2020,17,46,Kareem Hunt (CLE) ,10,37,3.7,12,0,0,1,1,4,4,0,0,1,4.1,4.6,5.1,0
1509,2020,1,52,Cam Akers (LAR) ,14,39,2.8,6,0,0,1,1,4,4,0,0,1,4.3,4.8,5.3,0
1075,2021,11,35,Adrian Peterson (FA) ,9,40,4.4,16,0,0,2,2,4,2,0,0,1,4.4,5.4,6.4,0
226,2022,5,43,Devin Singletary (BUF) ,6,42,7,23,1,0,1,2,4,4,0,0,1,4.6,5.1,5.6,0
1982,2020,10,21,Alex Collins (FA) ,11,43,3.9,13,0,1,1,2,4,4,0,0,1,10.7,11.2,11.7,0
1134,2021,12,37,Devin Singletary (BUF) ,15,44,2.9,15,0,0,1,1,4,4,0,0,1,4.8,5.3,5.8,0
515,2021,1,42,Najee Harris (PIT) ,16,45,2.8,18,0,0,1,3,4,4,0,0,1,4.9,5.4,5.9,0
812,2021,6,39,Chase Edmonds (DEN) ,4,46,11.5,40,3,0,3,4,4,1.3,0,0,1,5,6.5,8,0
1074,2021,11,34,J.D. McKissic (WAS) ,7,46,6.6,15,0,0,1,2,4,4,0,0,1,5,5.5,6,0
396,2022,2,40,Rhamondre Stevenson (NE) ,9,47,5.2,8,0,0,1,2,4,4,0,0,1,5.1,5.6,6.1,0
2184,2020,14,9,Gus Edwards (BAL) ,7,49,7,19,0,2,1,1,4,4,0,0,1,17.3,17.8,18.3,0
570,2021,2,35,Miles Sanders (PHI) ,13,55,4.2,10,0,0,1,2,4,4,0,0,1,5.9,6.4,6.9,0
1341,2021,16,35,Tevin Coleman (SF) ,14,57,4.1,12,0,0,1,1,4,4,0,0,1,6.1,6.6,7.1,0
794,2021,6,18,Chuba Hubbard (CAR) ,16,61,3.8,9,0,1,1,3,4,4,0,0,1,12.5,13,13.5,0
1438,2021,18,34,AJ Dillon (GB) ,14,63,4.5,9,0,0,1,1,4,4,0,0,1,6.7,7.2,7.7,0
564,2021,2,28,Antonio Gibson (WAS) ,13,69,5.3,14,0,0,2,2,4,2,0,0,1,7.3,8.3,9.3,0
123,2022,7,33,Jamaal Williams (DET) ,15,79,5.3,20,1,0,1,1,4,4,0,1,1,6.3,6.8,7.3,0
942,2021,9,8,Devonta Freeman (FA) ,13,79,6.1,19,0,0,2,3,4,2,1,0,1,14.3,15.3,16.3,0
2260,2020,15,31,Clyde Edwards-Helaire (KC) ,14,79,5.6,16,0,0,1,2,4,4,0,0,1,8.3,8.8,9.3,0
2190,2020,14,15,Ronald Jones II (KC) ,18,80,4.4,16,0,1,1,2,4,4,0,0,1,14.4,14.9,15.4,0
1778,2020,6,19,Darrell Henderson Jr. (LAR) ,14,88,6.3,18,0,0,0,0,4,0,0,0,1,9.2,9.2,9.2,0
625,2021,3,26,Joe Mixon (CIN) ,18,90,5,27,1,0,1,1,4,4,0,0,1,9.4,9.9,10.4,0
1003,2021,10,14,D'Andre Swift (DET) ,33,126,3.9,21,1,0,3,6,5,1.7,0,0,1,13.5,15,16.5,0
1420,2021,18,5,Antonio Gibson (WAS) ,21,110,7,27,1,1,1,3,5,5,0,0,1,21.1,21.6,22.1,0
2233,2020,15,3,Derrick Henry (TEN) ,24,109,6.1,33,2,1,2,2,5,2.5,0,0,1,21.2,22.2,23.2,2
2291,2020,15,89,Darrell Henderson Jr. (LAR) ,1,2,-2,0,0,0,1,1,5,5,0,0,1,0.3,0.8,1.3,0
656,2021,3,73,Boston Scott (PHI) ,0,0,0,0,0,0,2,2,5,2.5,0,0,1,0.5,1.5,2.5,0
657,2021,3,75,Rex Burkhead (HOU) ,0,0,0,0,0,0,1,1,5,5,0,0,1,0.5,1,1.5,0
875,2021,7,66,Giovani Bernard (TB) ,0,0,0,0,0,0,2,3,5,2.5,0,0,1,0.5,1.5,2.5,0
1757,2020,5,63,Jerick McKinnon (KC) ,1,0,0,0,0,0,2,4,5,2.5,0,0,1,0.5,1.5,2.5,0
2173,2020,13,74,D'Ernest Johnson (CLE) ,0,0,0,0,0,0,1,1,5,5,0,0,1,0.5,1,1.5,0
246,2022,5,71,Nyheim Hines (BUF) ,1,3,3,3,0,0,1,2,5,5,0,0,1,0.8,1.3,1.8,0
1208,2021,13,63,Matt Breida (NYG) ,1,3,3,3,0,0,1,1,5,5,0,0,1,0.8,1.3,1.8,0
1809,2020,6,64,Boston Scott (PHI) ,2,4,2,5,0,0,2,4,5,2.5,0,0,1,0.9,1.9,2.9,0
2170,2020,13,67,Benny Snell Jr. (PIT) ,8,5,0.6,4,0,0,2,3,5,2.5,0,0,1,1,2,3,0
1912,2020,8,65,D'Ernest Johnson (CLE) ,2,6,3,6,0,0,1,1,5,5,0,0,1,1.1,1.6,2.1,0
174,2022,6,39,Phillip Lindsay (IND) ,3,7,2.3,3,0,0,3,3,5,1.7,0,0,1,1.2,2.7,4.2,2
1911,2020,8,63,Adrian Peterson (FA) ,5,7,1.4,7,0,0,1,1,5,5,0,0,1,1.2,1.7,2.2,0
2058,2020,11,56,Rex Burkhead (HOU) ,4,7,1.8,4,0,0,2,3,5,2.5,0,0,1,1.2,2.2,3.2,0
822,2021,6,53,Myles Gaskin (MIA) ,5,9,1.8,4,0,0,2,6,5,2.5,0,0,1,1.4,2.4,3.4,0
2168,2020,13,61,Zack Moss (IND) ,3,9,3,7,0,0,1,1,5,5,0,0,1,1.4,1.9,2.4,0
411,2022,2,66,Kenneth Walker III (SEA) ,4,10,2.5,8,0,0,2,3,5,2.5,0,0,1,1.5,2.5,3.5,0
821,2021,6,50,Jerick McKinnon (KC) ,3,10,3.3,5,0,0,1,4,5,5,0,0,1,1.5,2,2.5,0
981,2021,9,58,Mike Davis (BAL) ,9,13,1.4,5,0,0,1,2,5,5,0,0,1,1.8,2.3,2.8,0
1088,2021,11,50,Eno Benjamin (ARI) ,6,15,2.5,5,0,0,1,1,5,5,0,0,1,2,2.5,3,0
1089,2021,11,51,Devontae Booker (FA) ,3,15,5,9,0,0,1,1,5,5,0,0,1,2,2.5,3,0
1302,2021,15,57,Cordarrelle Patterson (ATL) ,11,18,1.6,4,0,0,2,2,5,2.5,0,0,1,2.3,3.3,4.3,0
1986,2020,10,26,D'Onta Foreman (CAR) ,7,18,2.6,8,0,0,1,1,5,5,1,0,1,8.3,8.8,9.3,0
962,2021,9,29,Adrian Peterson (FA) ,10,21,2.1,6,0,1,1,1,5,5,0,0,1,8.6,9.1,9.6,0
643,2021,3,48,Michael Carter (NYJ) ,9,24,2.7,8,0,0,2,3,5,2.5,0,0,1,2.9,3.9,4.9,0
852,2021,7,25,Boston Scott (PHI) ,7,24,3.4,5,0,1,1,2,5,5,0,0,1,8.9,9.4,9.9,0
1142,2021,12,49,Kenyan Drake (BAL) ,7,25,3.6,4,0,0,2,2,5,2.5,0,0,1,3,4,5,0
922,2021,8,52,Rhamondre Stevenson (NE) ,8,26,3.3,8,0,0,1,2,5,5,0,0,1,3.1,3.6,4.1,0
1900,2020,8,48,Rex Burkhead (HOU) ,6,26,4.3,10,0,0,1,1,5,5,0,0,1,3.1,3.6,4.1,0
1984,2020,10,24,Darrell Henderson Jr. (LAR) ,7,28,4,16,0,1,1,1,5,5,0,0,1,9.3,9.8,10.3,0
1948,2020,9,47,J.K. Dobbins (BAL) ,12,30,2.5,8,0,0,2,2,5,2.5,0,0,1,3.5,4.5,5.5,0
1243,2021,14,39,Joshua Kelley (LAC) ,10,33,3.3,12,0,0,1,1,5,5,0,0,1,3.8,4.3,4.8,0
1194,2021,13,39,Samaje Perine (CIN) ,5,36,7.2,17,0,0,2,2,5,2.5,0,0,1,4.1,5.1,6.1,0
1247,2021,14,47,Antonio Gibson (WAS) ,10,36,3.6,13,0,0,2,2,5,2.5,0,1,1,2.1,3.1,4.1,0
1220,2021,14,10,Clyde Edwards-Helaire (KC) ,10,37,3.7,7,0,2,3,3,5,1.7,0,0,1,16.2,17.7,19.2,0
1319,2021,16,10,Ezekiel Elliott (DAL) ,9,37,4.1,11,0,1,1,1,5,5,1,0,1,16.2,16.7,17.2,0
2152,2020,13,38,Darrel Williams (ARI) ,6,38,6.3,12,0,0,1,2,5,5,0,0,1,4.3,4.8,5.3,0
1292,2021,15,46,Rashaad Penny (SEA) ,11,39,3.5,10,0,0,2,2,5,2.5,0,0,1,4.4,5.4,6.4,0
321,2022,3,17,Damien Harris (NE) ,11,41,3.7,10,0,1,2,3,5,2.5,0,0,1,10.6,11.6,12.6,0
1191,2021,13,36,Myles Gaskin (MIA) ,15,44,2.9,6,0,0,2,2,5,2.5,0,0,1,4.9,5.9,6.9,0
1685,2020,4,39,Rex Burkhead (HOU) ,11,45,4.1,18,0,0,1,1,5,5,0,0,1,5,5.5,6,0
2313,2020,16,23,Kenyan Drake (BAL) ,18,45,2.5,10,0,1,2,2,5,2.5,0,0,1,11,12,13,0
13,2022,9,16,James Robinson (NYJ) ,13,48,3.7,16,0,0,2,2,5,2.5,1,0,1,11.3,12.3,13.3,0
2329,2020,16,42,Frank Gore (FA) ,14,48,3.4,7,0,0,1,1,5,5,0,0,1,5.3,5.8,6.3,0
858,2021,7,32,Antonio Gibson (WAS) ,14,51,3.6,6,0,0,2,2,5,2.5,0,0,1,5.6,6.6,7.6,0
324,2022,3,20,Najee Harris (PIT) ,15,56,3.7,10,0,1,3,3,5,1.7,0,1,1,10.1,11.6,13.1,0
1625,2020,3,34,Frank Gore (FA) ,15,57,3.8,10,0,0,1,1,5,5,0,0,1,6.2,6.7,7.2,0
634,2021,3,36,Tony Pollard (DAL) ,11,60,5.5,11,0,0,1,1,5,5,0,0,1,6.5,7,7.5,0
1480,2020,1,17,Kenyan Drake (BAL) ,16,60,3.8,11,0,1,2,2,5,2.5,0,0,1,12.5,13.5,14.5,0
57,2022,8,16,Kenyan Drake (BAL) ,7,62,8.9,40,3,0,4,4,5,1.3,1,0,1,12.7,14.7,16.7,0
1733,2020,5,29,Devontae Booker (FA) ,7,62,8.9,43,3,0,1,1,5,5,0,0,1,6.7,7.2,7.7,0
2203,2020,14,30,Raheem Mostert (MIA) ,14,65,4.6,14,0,0,2,4,5,2.5,0,0,1,7,8,9,0
149,2022,6,9,Ezekiel Elliott (DAL) ,13,81,6.2,14,0,1,1,1,5,5,0,0,1,14.6,15.1,15.6,0
1124,2021,12,25,Melvin Gordon III (DEN) ,17,83,4.9,16,0,0,1,2,5,5,0,0,1,8.8,9.3,9.8,0
1973,2020,10,12,Salvon Ahmed (MIA) ,21,85,4,18,0,1,1,1,5,5,0,0,1,15,15.5,16,0
682,2021,4,26,Nick Chubb (CLE) ,21,100,4.8,13,0,0,1,1,5,5,0,0,1,10.5,11,11.5,0
267,2022,4,19,Aaron Jones (GB) ,16,110,6.9,20,1,0,3,4,5,1.7,0,0,1,11.5,13,14.5,0
101,2022,7,7,Travis Etienne Jr. (JAC) ,14,114,8.1,49,3,1,1,5,5,5,0,1,1,15.9,16.4,16.9,2
1424,2021,18,10,Duke Johnson Jr. (BUF) ,25,117,4.7,27,1,1,1,1,5,5,0,0,1,18.2,18.7,19.2,0
2237,2020,15,7,Salvon Ahmed (MIA) ,23,122,5.3,31,2,1,1,3,5,5,0,0,1,18.7,19.2,19.7,2
2297,2020,16,6,AJ Dillon (GB) ,21,124,5.9,30,2,2,1,1,5,5,0,0,1,24.9,25.4,25.9,0
253,2022,4,3,Rashaad Penny (SEA) ,17,105,8.9,41,6,2,1,1,6,6,0,0,1,27.7,28.2,28.7,0
49,2022,8,7,Travis Etienne Jr. (JAC) ,24,100,6.5,49,3,1,3,3,6,2,0,0,1,22.2,23.7,25.2,0
1964,2020,10,3,Ronald Jones II (KC) ,23,64,8.3,98,4,1,1,2,6,6,0,1,1,23.8,24.3,24.8,0
360,2022,3,77,Joshua Kelley (LAC) ,1,3,-3,0,0,0,2,2,6,3,0,0,1,0.3,1.3,2.3,0
1589,2020,2,82,Devontae Booker (FA) ,3,1,-0.3,1,0,0,1,1,6,6,0,0,1,0.5,1,1.5,0
1810,2020,6,69,Mike Boone (DEN) ,1,1,-1,0,0,0,1,1,6,6,0,0,1,0.5,1,1.5,0
535,2021,1,75,Rex Burkhead (HOU) ,0,0,0,0,0,0,1,2,6,6,0,0,1,0.6,1.1,1.6,0
1362,2021,16,76,Samaje Perine (CIN) ,0,0,0,0,0,0,2,2,6,3,0,0,1,0.6,1.6,2.6,0
2399,2020,17,72,Jerick McKinnon (KC) ,0,0,0,0,0,0,1,1,6,6,0,0,1,0.6,1.1,1.6,0
1253,2021,14,59,Carlos Hyde (FA) ,1,2,2,2,0,0,1,2,6,6,0,0,1,0.8,1.3,1.8,0
138,2022,7,57,Ty Johnson (NYJ) ,1,3,3,3,0,0,1,1,6,6,0,0,1,0.9,1.4,1.9,0
2285,2020,15,73,Malcolm Brown (LAR) ,1,4,4,4,0,0,1,1,6,6,0,0,1,1,1.5,2,0
710,2021,4,65,Devontae Booker (FA) ,1,6,6,6,0,0,1,1,6,6,0,0,1,1.2,1.7,2.2,0
529,2021,1,64,Devontae Booker (FA) ,4,7,1.8,6,0,0,1,1,6,6,0,0,1,1.3,1.8,2.3,0
2395,2020,17,64,Devin Singletary (BUF) ,3,7,2.3,5,0,0,1,1,6,6,0,0,1,1.3,1.8,2.3,0
88,2022,8,62,Darrel Williams (ARI) ,5,8,1.6,5,0,0,2,3,6,3,0,0,1,1.4,2.4,3.4,0
413,2022,2,70,Alexander Mattison (MIN) ,2,8,4,5,0,0,3,5,6,2,0,0,1,1.4,2.9,4.4,0
1458,2021,18,67,Zack Moss (IND) ,5,8,1.6,5,0,0,2,2,6,3,0,0,1,1.4,2.4,3.4,0
36,2022,9,51,Rex Burkhead (HOU) ,1,9,9,9,0,0,1,2,6,6,0,0,1,1.5,2,2.5,0
1359,2021,16,64,Myles Gaskin (MIA) ,3,10,3.3,5,0,0,1,3,6,6,0,0,1,1.6,2.1,2.6,0
409,2022,2,60,Sony Michel (LAC) ,4,13,3.3,7,0,0,1,1,6,6,0,0,1,1.9,2.4,2.9,0
927,2021,8,61,Ronald Jones II (KC) ,3,13,4.3,9,0,0,1,1,6,6,0,0,1,1.9,2.4,2.9,0
1201,2021,13,48,Justin Jackson (DET) ,6,15,2.5,7,0,0,2,2,6,3,0,0,1,2.1,3.1,4.1,0
1908,2020,8,59,Ty Johnson (NYJ) ,3,15,5,8,0,0,1,1,6,6,0,0,1,2.1,2.6,3.1,0
1856,2020,7,49,Tony Pollard (DAL) ,8,16,2,6,0,0,1,1,6,6,0,0,1,2.2,2.7,3.2,0
647,2021,3,55,Ty Johnson (NYJ) ,3,17,5.7,13,0,0,1,5,6,6,0,0,1,2.3,2.8,3.3,0
1518,2020,1,62,Tevin Coleman (SF) ,4,18,4.5,10,0,0,1,2,6,6,0,0,1,2.4,2.9,3.4,0
960,2021,9,27,Sony Michel (LAC) ,7,20,2.9,8,0,0,2,3,6,3,1,0,1,8.6,9.6,10.6,0
1352,2021,16,53,Benny Snell Jr. (PIT) ,5,20,4,8,0,0,1,1,6,6,0,0,1,2.6,3.1,3.6,0
315,2022,3,11,Chase Edmonds (DEN) ,6,21,3.5,8,0,2,1,1,6,6,0,0,1,14.7,15.2,15.7,0
1451,2021,18,58,Devonta Freeman (FA) ,5,21,4.2,22,1,0,2,2,6,3,0,0,1,2.7,3.7,4.7,0
924,2021,8,54,Salvon Ahmed (MIA) ,7,22,3.1,12,0,0,1,2,6,6,0,0,1,2.8,3.3,3.8,0
2160,2020,13,49,Tony Pollard (DAL) ,8,22,2.8,12,0,0,1,1,6,6,0,0,1,2.8,3.3,3.8,0
1083,2021,11,44,Kenyan Drake (BAL) ,5,23,4.6,7,0,0,1,2,6,6,0,0,1,2.9,3.4,3.9,0
1798,2020,6,45,Chase Edmonds (DEN) ,5,23,4.6,9,0,0,1,2,6,6,0,0,1,2.9,3.4,3.9,0
1030,2021,10,46,Jerick McKinnon (KC) ,3,26,8.7,18,0,0,1,3,6,6,0,0,1,3.2,3.7,4.2,0
1805,2020,6,58,Brian Hill (FA) ,10,28,2.8,9,0,0,2,2,6,3,0,1,1,1.4,2.4,3.4,0
1692,2020,4,46,Frank Gore (FA) ,13,30,2.3,6,0,0,1,2,6,6,0,0,1,3.6,4.1,4.6,0
347,2022,3,48,AJ Dillon (GB) ,12,32,2.7,7,0,0,2,3,6,3,0,0,1,3.8,4.8,5.8,0
463,2022,1,51,Dameon Pierce (HOU) ,11,33,3,8,0,0,1,1,6,6,0,0,1,3.9,4.4,4.9,0
518,2021,1,46,Ezekiel Elliott (DAL) ,11,33,3,13,0,0,2,2,6,3,0,0,1,3.9,4.9,5.9,0
487,2021,1,9,Josh Jacobs (LV) ,10,34,3.4,15,0,2,1,2,6,6,0,0,1,16,16.5,17,0
170,2022,6,34,Michael Carter (NYJ) ,6,41,6.8,25,1,0,1,1,6,6,0,0,1,4.7,5.2,5.7,0
1290,2021,15,43,Rex Burkhead (HOU) ,16,41,2.6,8,0,0,1,3,6,6,0,0,1,4.7,5.2,5.7,0
1007,2021,10,19,Devin Singletary (BUF) ,7,43,6.1,15,0,1,1,1,6,6,0,0,1,10.9,11.4,11.9,0
1446,2021,18,47,Sony Michel (LAC) ,21,43,2,14,0,0,1,4,6,6,0,0,1,4.9,5.4,5.9,0
755,2021,5,41,Miles Sanders (PHI) ,11,45,4.1,18,0,0,5,5,6,1.2,0,0,1,5.1,7.6,10.1,0
1843,2020,7,35,Ezekiel Elliott (DAL) ,12,45,3.8,12,0,0,1,2,6,6,0,0,1,5.1,5.6,6.1,0
340,2022,3,38,Zack Moss (IND) ,4,46,11.5,43,3,0,1,1,6,6,0,0,1,5.2,5.7,6.2,0
394,2022,2,38,Melvin Gordon III (DEN) ,10,47,4.7,9,0,0,1,1,6,6,0,0,1,5.3,5.8,6.3,0
1658,2020,4,8,Todd Gurley II (FA) ,16,57,3.6,13,0,2,1,1,6,6,0,0,1,18.3,18.8,19.3,0
1713,2020,5,7,Derrick Henry (TEN) ,19,57,3,12,0,2,1,2,6,6,0,0,1,18.3,18.8,19.3,0
220,2022,5,36,Miles Sanders (PHI) ,15,58,3.9,12,0,0,2,3,6,3,0,0,1,6.4,7.4,8.4,0
1237,2021,14,32,Nick Chubb (CLE) ,17,59,3.5,15,0,0,3,4,6,2,0,0,1,6.5,8,9.5,0
2252,2020,15,22,Frank Gore (FA) ,23,59,2.6,8,0,1,1,1,6,6,0,0,1,12.5,13,13.5,0
1507,2020,1,49,Nick Chubb (CLE) ,10,60,6,29,1,0,1,1,6,6,0,1,1,4.6,5.1,5.6,0
388,2022,2,29,AJ Dillon (GB) ,18,61,3.4,11,0,0,1,3,6,6,0,0,1,6.7,7.2,7.7,0
2265,2020,15,37,Chris Carson (FA) ,15,63,4.2,13,0,0,2,3,6,3,0,0,1,6.9,7.9,8.9,0
971,2021,9,41,Carlos Hyde (FA) ,21,67,3.2,15,0,0,1,2,6,6,0,1,1,5.3,5.8,6.3,0
1060,2021,11,19,Rhamondre Stevenson (NE) ,12,69,5.8,21,1,0,1,1,6,6,0,0,1,7.5,8,8.5,0
2200,2020,14,26,Aaron Jones (GB) ,15,69,4.6,11,0,0,2,3,6,3,0,0,1,7.5,8.5,9.5,0
1619,2020,3,27,Kenyan Drake (BAL) ,18,73,4.1,15,0,0,1,1,6,6,0,0,1,7.9,8.4,8.9,0
2372,2020,17,31,Antonio Gibson (WAS) ,19,75,3.9,13,0,0,1,1,6,6,0,0,1,8.1,8.6,9.1,0
151,2022,6,11,Dalvin Cook (MIN) ,13,77,5.9,53,4,1,1,1,6,6,0,0,1,14.3,14.8,15.3,0
378,2022,2,18,Miles Sanders (PHI) ,17,80,4.7,12,0,0,3,3,6,2,0,0,1,8.6,10.1,11.6,0
1883,2020,8,24,Devin Singletary (BUF) ,14,86,6.1,18,0,0,1,1,6,6,0,0,1,9.2,9.7,10.2,0
739,2021,5,24,Aaron Jones (GB) ,14,103,7.4,57,4,0,4,5,6,1.5,0,0,1,10.9,12.9,14.9,0
1981,2020,10,20,Derrick Henry (TEN) ,19,103,5.4,20,1,0,1,2,6,6,0,0,1,10.9,11.4,11.9,0
1373,2021,17,11,Jonathan Taylor (IND) ,20,108,5.4,24,1,1,1,2,6,6,0,0,1,17.4,17.9,18.4,0
1426,2021,18,12,Melvin Gordon III (DEN) ,12,110,9.2,47,4,1,1,2,6,6,0,1,1,15.6,16.1,16.6,0
1602,2020,3,10,Darrell Henderson Jr. (LAR) ,20,114,5.7,14,0,1,1,3,6,6,0,0,1,18,18.5,19,0
1323,2021,16,16,Michael Carter (NYJ) ,16,118,7.4,38,2,0,2,3,6,3,0,0,1,12.4,13.4,14.4,0
2066,2020,12,1,Derrick Henry (TEN) ,27,78,6.6,31,2,3,2,4,7,3.5,0,0,1,36.5,37.5,38.5,0
2176,2020,14,1,Derrick Henry (TEN) ,26,41,8.3,47,7,2,2,2,7,3.5,0,0,1,34.2,35.2,36.2,0
38,2022,9,61,Mike Davis (BAL) ,0,0,0,0,0,0,1,1,7,7,0,0,1,0.7,1.2,1.7,0
826,2021,6,59,Justin Jackson (DET) ,0,0,0,0,0,0,1,1,7,7,0,0,1,0.7,1.2,1.7,0
931,2021,8,72,Benny Snell Jr. (PIT) ,0,0,0,0,0,0,1,1,7,7,0,0,1,0.7,1.2,1.7,0
2287,2020,15,81,Boston Scott (PHI) ,0,0,0,0,0,0,1,1,7,7,0,0,1,0.7,1.2,1.7,0
825,2021,6,58,D'Ernest Johnson (CLE) ,1,2,2,2,0,0,1,1,7,7,0,0,1,0.9,1.4,1.9,0
1206,2021,13,60,Giovani Bernard (TB) ,1,3,3,3,0,0,1,2,7,7,0,0,1,1,1.5,2,0
1644,2020,3,68,Wayne Gallman Jr. (KC) ,4,7,1.8,4,0,0,2,3,7,3.5,0,0,1,1.4,2.4,3.4,0
2006,2020,10,60,Peyton Barber (FA) ,2,7,3.5,6,0,0,1,1,7,7,0,0,1,1.4,1.9,2.4,0
1356,2021,16,60,Nyheim Hines (BUF) ,3,11,3.7,5,0,0,1,1,7,7,0,0,1,1.8,2.3,2.8,0
1640,2020,3,59,Leonard Fournette (TB) ,7,15,2.1,6,0,0,2,2,7,3.5,0,0,1,2.2,3.2,4.2,0
1802,2020,6,52,Matt Breida (NYG) ,6,15,2.5,5,0,0,2,2,7,3.5,0,0,1,2.2,3.2,4.2,0
2100,2020,12,42,Miles Sanders (PHI) ,6,15,2.5,8,0,0,2,3,7,3.5,0,0,1,2.2,3.2,4.2,2
354,2022,3,58,Eno Benjamin (ARI) ,5,16,3.2,9,0,0,2,4,7,3.5,0,0,1,2.3,3.3,4.3,0
130,2022,7,46,Leonard Fournette (TB) ,8,19,2.4,9,0,0,2,3,7,3.5,0,0,1,2.6,3.6,4.6,0
523,2021,1,54,AJ Dillon (GB) ,4,19,4.8,6,0,0,1,2,7,7,0,0,1,2.6,3.1,3.6,0
1905,2020,8,55,Darrel Williams (ARI) ,3,19,6.3,11,0,0,1,1,7,7,0,0,1,2.6,3.1,3.6,0
1123,2021,12,24,Alexander Mattison (MIN) ,7,21,3,7,0,1,2,3,7,3.5,0,0,1,8.8,9.8,10.8,0
1331,2021,16,25,Khalil Herbert (CHI) ,2,21,10.5,20,1,1,1,1,7,7,0,0,1,8.8,9.3,9.8,0
2274,2020,15,54,Kareem Hunt (CLE) ,7,21,3,14,0,0,3,3,7,2.3,0,0,1,2.8,4.3,5.8,0
519,2021,1,49,Samaje Perine (CIN) ,5,22,4.4,13,0,0,1,1,7,7,0,0,1,2.9,3.4,3.9,0
902,2021,8,25,D'Ernest Johnson (CLE) ,4,22,5.5,11,0,1,1,3,7,7,0,0,1,8.9,9.4,9.9,0
1245,2021,14,43,D'Ernest Johnson (CLE) ,4,22,5.5,13,0,0,1,1,7,7,0,0,1,2.9,3.4,3.9,0
2106,2020,12,50,Carlos Hyde (FA) ,15,22,1.5,8,0,0,2,3,7,3.5,0,0,1,2.9,3.9,4.9,0
1514,2020,1,58,Darrel Williams (ARI) ,7,23,3.3,7,0,0,2,2,7,3.5,0,0,1,3,4,5,0
817,2021,6,44,Malcolm Brown (LAR) ,5,24,4.8,16,0,0,1,1,7,7,0,0,1,3.1,3.6,4.1,0
2216,2020,14,51,Phillip Lindsay (IND) ,11,24,2.2,9,0,0,2,2,7,3.5,0,0,1,3.1,4.1,5.1,0
